,Entity,Code,Year,fertilizer_quantity,Nitrogen,Potash,Phosphate,Pesticides,Water_resources,Wheat yield,Rice yield,Barley yield,Maize yield,Rye yield,Oats yield,Millet yield,Sorghum yield,Potatoes yield
1928,Kazakhstan,KAZ,2016,314834,80019.97,2269.08,31544.58,10372.1,3616.3765,1.2111,4.7479997,1.706,5.6422997,1.1456,1.5978,1.0957,1.157,19.0381
1929,Kazakhstan,KAZ,2017,355730,104222.71,3655.34,50329.63,13811.1,3567.513,1.2427,4.6840997,1.5977,5.7412,1.247,1.3342999,0.92859995,0.6701,19.4161
1930,Kazakhstan,KAZ,2018,380790,81004.79,1291.45,38293.63,13058.0,3520.924,1.2281,4.759,1.5777999,5.7448997,1.046,1.429,0.9267,0.7808,19.7945
1931,Kazakhstan,KAZ,2019,273257,54542.29,1741.01,29424.72,13102.4,3475.8096,1.0137,5.4983,1.2866,5.7332,1.097,1.0965999,0.8372,0.7978,20.3408
1997,Kyrgyzstan,KGZ,1999,56176,26849.0,44.0,1178.0,898.04,10108.669,2.2977,2.4698,1.7631999,5.3037996,1.2105,2.5728998,1.6667,0.44709998,14.9513
1998,Kyrgyzstan,KGZ,2000,58005,27653.0,146.0,1400.0,680.9,9988.976,2.342,3.0488,2.1357,5.7523,2.1364,2.1949,2.5,0.38459998,15.1543
2000,Kyrgyzstan,KGZ,2002,36514,9232.0,46.0,205.0,733.2,9804.236,2.3016999,3.129,2.3476999,5.7802997,0.9043,3.3874,2.0,0.7317,23.7869
2001,Kyrgyzstan,KGZ,2003,38432,31383.0,18.0,1810.0,1302.6,9701.98,2.3648999,3.0068998,2.2782,6.0898,0.2667,3.1441998,1.9820999,0.8824,15.719999
2002,Kyrgyzstan,KGZ,2004,34454,27232.0,8.0,1684.0,1321.3,9585.284,2.4343998,3.0052,2.2791,6.1938,1.0,2.6927,2.0,1.0,15.993799
2007,Kyrgyzstan,KGZ,2009,67901,25887.0,1006.0,1266.0,266.8,9089.221,2.6285,3.3040998,2.3436,6.1756,3.7812998,2.688,4.0464997,1.0,15.9993
2008,Kyrgyzstan,KGZ,2010,71060,25714.0,0.0,3204.0,350.1,8981.442,2.1674,3.2935,1.8894,6.0632,3.6332998,2.4931,1.7714,1.1527,15.964399
2009,Kyrgyzstan,KGZ,2011,71172,22447.0,46.0,1964.0,312.9,8872.811,2.1445,3.0898,1.9167,6.0143,3.4211,2.1922,1.6919999,1.2027999,16.2543
2010,Kyrgyzstan,KGZ,2012,72017,26908.0,41.0,4093.0,365.1,8726.28,1.6751,3.2219,1.4476,6.0965,3.4666998,1.7579999,1.775,1.2542,16.1034
2011,Kyrgyzstan,KGZ,2013,75306,29124.0,28.0,5923.0,341.1,8554.794,2.3653998,3.4438,2.1066,6.1825,3.4499998,2.181,1.5682,1.2857,16.545599
2012,Kyrgyzstan,KGZ,2014,70890,35748.0,265.0,4967.0,402.6,8384.886,1.6893,3.5016,1.2682999,6.0462,1.5357,1.4281,1.9688,1.2307999,16.740599
2013,Kyrgyzstan,KGZ,2015,59700,12786.03,92.4,444.4,516.0,8214.004,2.3701,3.5080998,2.1283998,6.2721996,2.4938,2.718,2.1025999,1.5385,16.7642
2014,Kyrgyzstan,KGZ,2016,64933,14085.66,240.6,2020.28,533.0,8048.3594,2.4461,3.5184999,2.2494,6.3778996,2.4838998,2.1822,2.2556,1.1029999,16.899399
2015,Kyrgyzstan,KGZ,2017,69440,9311.93,172.95,418.75,560.0,7894.2275,2.4053,3.5669,2.2024,6.4452,2.4651,2.4231,2.1512,3.2159998,17.0537
2016,Kyrgyzstan,KGZ,2018,72687,24953.0,196.0,2195.0,608.0,7738.66,2.4268,3.5944998,2.2377,6.5948997,2.4845,2.314,2.1499999,1.7931,17.1342
2017,Kyrgyzstan,KGZ,2019,77305,24773.6,374.0,4037.4,677.3,7578.7617,2.5093,3.6464,2.2717,6.6995997,2.478,2.0495,2.2410998,2.5182,17.3444
2332,Mexico,MEX,1990,2164546,1346300.0,78300.0,373800.0,26624.98,5004.8687,4.2142997,3.7417998,1.8715999,1.9942,3.0,1.5741,0.5,3.2888,15.8256
2333,Mexico,MEX,1991,1992702,1155200.0,84300.0,379900.0,26624.98,4906.925,4.1272,4.0954,2.0423,2.0514998,2.5781999,1.7269,0.9231,3.1195,16.2351
2334,Mexico,MEX,1992,1993016,1230000.0,88000.0,298000.0,26624.98,4812.152,3.9529998,4.3577,1.8966,2.345,3.3537998,1.1187999,1.1667,3.8909998,16.8178
2335,Mexico,MEX,1993,1973392,1193000.0,81900.0,317000.0,26624.98,4720.223,4.0821,4.8725,2.3084,2.4401,2.0,1.1903,1.0,2.9408,16.893099
2336,Mexico,MEX,1994,2029661,1182400.0,90000.0,375500.0,26624.98,4631.18,4.3034,4.2555,2.6531,2.2254999,4.0,1.313,0.75,2.9566,19.0845
2340,Mexico,MEX,1998,2177867,1336000.0,173300.0,295000.0,26624.98,4315.8354,4.2077,4.5108,1.5353,2.3429,2.8249,1.3677,0.6071,3.3151999,20.495499
2341,Mexico,MEX,1999,2162242,1300000.0,170000.0,306000.0,26624.98,4245.61,4.631,4.7762,2.0007,2.472,2.9231,1.4864,0.6667,2.9901,22.3519
2343,Mexico,MEX,2001,2259022,1374100.0,169978.0,321300.0,23371.7,4114.925,4.7661,4.2576,2.4529998,2.5777,2.4694,1.2791,0.8947,3.3799999,23.7799
2344,Mexico,MEX,2002,2044450,1067851.2,203299.0,320800.0,11535.83,4052.8323,5.0999,4.5027,2.6090999,2.7105,2.6499999,1.5033,0.89089996,2.9859,23.7558
2345,Mexico,MEX,2003,2086899,1082436.2,182609.0,323500.0,16285.16,3992.9966,4.4912,4.555,2.9756,2.7524998,1.0,2.0251,0.94119996,3.276,25.4312
2346,Mexico,MEX,2004,2182262,942528.0,240216.0,375800.0,18507.68,3934.7424,4.4871,4.4631,2.8590999,2.8188,1.75,1.5374999,0.9,3.8223,24.239899
2347,Mexico,MEX,2005,2119086,1219457.0,187145.0,380700.0,39171.9,3878.895,4.7517,5.0653,2.4851,2.9276,1.12,1.6610999,1.0,3.4543998,25.9662
2348,Mexico,MEX,2006,2076699,1057564.0,194306.0,360944.0,38402.66,3826.4785,5.2274,4.7857,2.7559,3.0012,1.68,2.0007,1.0,3.4480999,24.861
2349,Mexico,MEX,2007,2215108,1141863.0,247020.0,283000.0,50894.34,3776.4429,5.0824,4.1535997,2.2807,3.2063,0.8824,1.7243999,1.0,3.4947,27.0565
2350,Mexico,MEX,2008,1819654,939477.0,199322.0,180000.0,50154.53,3728.8772,5.0134,4.4618998,2.5137,3.3070998,1.1176,1.4688,0.996,3.5965,27.7258
2351,Mexico,MEX,2009,2102168,1038669.0,270000.0,276800.0,50327.9,3683.0447,4.9688,4.8501997,2.1704,3.2368,1.1765,1.8120999,1.0,3.6130998,27.7374
2352,Mexico,MEX,2010,2195991,1074653.0,280000.0,303500.0,52305.13,3634.5088,5.4185,5.1900997,2.5119,3.2598999,1.3095,1.6646999,15.555599,3.9246,27.7578
2353,Mexico,MEX,2011,2172571,1362412.2,274000.0,281000.0,53219.63,3582.9897,5.4778,5.0962,2.2324998,2.9057999,1.5,0.97919995,15.0,3.7201998,26.2734
2354,Mexico,MEX,2012,2236432,1332483.6,280000.0,300000.0,49213.67,3533.2969,5.6568,5.6231,3.1431,3.1873999,1.0,1.7935,16.0,3.8295,26.8098
2355,Mexico,MEX,2013,2588077,1476732.5,263500.0,332200.0,47551.15,3487.063,5.2934,5.4252,2.0021,3.1941,1.7221999,1.8448,14.9649,3.735,26.7752
2356,Mexico,MEX,2014,2606662,1418261.5,179972.11,406600.6,43028.74,3444.0398,5.1935,5.7121997,2.6964998,3.2963998,0.65,1.7687,25.0,4.1679997,27.3384
2357,Mexico,MEX,2015,2472055,1110200.0,220208.66,462605.8,48292.99,3404.081,4.5256,5.8079,2.3358,3.4782,1.5,1.7943,13.2,3.1323,27.1435
2358,Mexico,MEX,2016,2718594,1491238.9,192319.8,502768.0,47421.33,3365.7227,5.3388,6.1345997,2.967,3.718,1.4345,1.8535999,11.625299,3.3084998,27.925999
2360,Mexico,MEX,2018,2797276,1331837.2,302353.72,506300.0,53144.44,3298.0186,5.4372997,6.2848,2.8645,3.8146,1.8,1.9897,15.7857,3.484,29.892
2361,Mexico,MEX,2019,2671254,1331837.2,248908.17,506166.38,48989.2,3269.7683,5.5308,6.3662,2.6929998,4.0697,1.7099999,2.0719,13.822499,3.2858,30.5241
2420,Morocco,MAR,1990,373001,164000.0,61000.0,125000.0,9364.0,1180.2621,1.329,4.1749997,0.88519996,1.1597999,0.8336,1.1089,1.0,0.5496,17.185099
2421,Morocco,MAR,1991,311253,140600.0,45900.0,102200.0,9771.14,1160.5532,1.8699,3.8406,1.38,0.87,1.0,1.415,1.0,0.4712,17.1948
2422,Morocco,MAR,1992,312723,131430.0,54600.0,104900.0,10178.29,1141.7019,0.7011,3.0693998,0.484,0.47529998,1.0,0.67859995,1.0734,0.55579996,15.1411
2423,Morocco,MAR,1993,355074,171700.0,59100.0,103600.0,10585.43,1123.7358,0.68079996,5.0,0.47739998,0.2065,0.99189997,0.59499997,1.0,0.7545,15.615299
2424,Morocco,MAR,1994,316469,134800.0,55500.0,104800.0,10992.57,1106.8047,1.8111,6.5,1.4405,0.6261,1.0,1.2365999,1.4814999,0.4719,17.652199
2425,Morocco,MAR,1995,304330,144900.0,57800.0,79500.0,11399.71,1090.2645,0.5543,4.9571,0.385,0.1303,1.0,0.4946,1.435,0.0866,16.6304
2426,Morocco,MAR,1996,311940,124500.0,56500.0,109000.0,11806.86,1074.1101,1.8414999,5.7999997,1.5766,0.9274,0.96849996,0.8933,1.5310999,0.6055,19.0473
2427,Morocco,MAR,1997,350682,174127.0,55200.0,98000.0,12214.0,1058.5055,0.9292,3.7256,0.6634,1.0984,0.9507,0.62659997,1.6182,0.5338,17.8706
2428,Morocco,MAR,1998,347418,176000.0,51000.0,98000.0,12621.14,1043.4723,1.4183999,5.4108,0.812,0.6468,0.92999995,0.71459997,1.6969999,0.7019,19.0427
2429,Morocco,MAR,1999,390219,202941.0,57600.0,103992.0,13028.29,1029.2084,0.80039996,4.5,0.71209997,0.412,0.90749997,0.4736,1.8414999,0.6264,18.3361
2430,Morocco,MAR,2000,393282,207600.0,51013.0,108803.0,13435.43,1015.6048,0.47579998,4.5,0.2074,0.39999998,0.8843,0.2979,1.6932,0.7205,18.0193
2431,Morocco,MAR,2001,394664,198000.0,52200.0,110000.0,13842.57,1002.41626,1.2279999,5.2773,0.5434,0.21069999,0.8531,0.5347,1.7292999,0.5845,18.774
2432,Morocco,MAR,2002,420879,248163.0,69461.0,233163.0,14249.71,989.6997,1.2793,4.1453,0.83349997,0.74939996,0.83129996,0.7105,1.7597,0.4982,23.1985
2433,Morocco,MAR,2003,442135,207532.0,73835.0,219476.0,14656.86,977.70593,1.722,4.9705997,1.1560999,0.5617,0.7636,0.78529996,1.7903,0.7301,21.777199
2434,Morocco,MAR,2004,457669,231504.0,61364.0,109074.0,15064.0,965.60046,1.8082,6.7044997,1.1876999,0.9152,0.75619996,0.8703,1.8209,0.8233,24.164999
2435,Morocco,MAR,2005,458220,337370.0,66300.0,114410.0,13966.0,952.9473,1.0260999,6.7999997,0.5056,0.20359999,0.752,0.61329997,1.8528,0.5451,23.809
2436,Morocco,MAR,2006,452400,321350.0,62150.0,101700.0,13697.0,940.55005,2.0365,6.7999997,1.1582999,1.2198,0.7536,0.92789996,1.8877,0.7841,26.3272
2437,Morocco,MAR,2007,458749,304810.0,56800.0,112850.0,13697.0,928.516,0.61539996,7.3666997,0.3825,0.4155,0.76199996,0.2879,2.0,0.6234,24.797499
2438,Morocco,MAR,2008,381556,275060.0,61350.0,97002.0,13697.0,916.7064,1.3189,6.9563,0.6204,0.55149996,0.7143,0.71129996,2.0932999,0.86829996,24.467499
2439,Morocco,MAR,2009,389126,195952.0,24572.0,109625.0,13697.0,905.03735,2.1397998,6.4154,1.7269,0.9151,0.9,0.9684,2.0029,0.8878,19.532799
2440,Morocco,MAR,2010,474398,220293.0,21101.0,200498.0,13697.0,893.2734,1.7095,6.8269997,1.337,1.2132,0.85709995,1.2458999,2.0073,0.66319996,28.350199
2441,Morocco,MAR,2011,473148,221434.0,31500.0,208427.0,13697.0,881.35986,1.9488,7.0235996,1.1439999,1.1532999,0.6389,1.7651,2.0,0.80109996,29.7584
2442,Morocco,MAR,2012,486305,185385.0,23977.0,249258.0,13697.0,869.50867,1.2342,7.6015,0.6346,0.76479995,0.6486,1.1829,1.9642999,0.9475,27.98
2443,Morocco,MAR,2013,556056,238977.0,43927.0,233970.0,13697.0,857.8986,2.164,7.5432997,1.3841,0.66319996,0.6667,1.4354,1.9655,1.0637,36.3561
2444,Morocco,MAR,2014,508995,233016.0,82376.0,226951.0,13697.0,846.7499,1.7132,7.5,1.0333999,0.70849997,0.6702,0.8753,2.0293,1.0,30.7171
2445,Morocco,MAR,2015,492792,243242.7,61304.95,223949.2,13697.0,836.2058,2.4664,7.6173,1.6983999,0.75439996,0.6738,1.1403999,2.0988998,1.0478,29.829199
2446,Morocco,MAR,2016,412533,114118.19,62187.86,144240.0,13697.0,826.03986,1.1315,7.0881,0.5133,0.92749995,0.6523,0.6098,2.0267,0.91819996,29.3368
2447,Morocco,MAR,2017,479460,251200.0,99039.2,158300.0,13697.0,816.25494,2.0953,7.2005,1.2322999,0.93619996,0.6259,1.1708,2.041,0.89699996,29.939
2448,Morocco,MAR,2018,471680,211000.0,153530.39,132100.0,13697.0,807.1809,2.5751998,7.791,1.8224,0.79899997,0.6548,1.7452999,2.0804,0.9011,30.131498
2449,Morocco,MAR,2019,489297,211000.0,107282.43,132100.0,13697.0,798.8011,1.6063,8.102099,1.1057,0.6397,0.6459,0.649,2.0693,0.7998,31.326199
2683,North Macedonia,MKD,1994,78145,36162.0,14000.0,8761.0,540.0,2723.8914,2.7545,5.0334997,2.503,3.1183,1.5044999,1.2538999,1.0,1.0652,9.844299
2684,North Macedonia,MKD,1995,55854,25219.0,6000.0,6008.0,573.0,2721.8235,2.9304,5.1370997,2.7782,3.9018998,1.6322,1.3038,1.0,1.4642999,11.0987
2685,North Macedonia,MKD,1996,61495,30400.0,6000.0,7000.0,556.0,2707.8174,2.2921999,5.3595,1.9992,3.3885,1.6121,1.0031999,0.84209996,1.1999999,11.1325
2697,North Macedonia,MKD,2008,47539,15677.0,3840.0,4294.0,85.0,2638.1382,3.4101,6.2412996,3.4376998,4.0991,2.5266,1.8544999,1.5,1.25,14.0996
2698,North Macedonia,MKD,2009,35619,17412.0,3019.0,3382.0,98.0,2633.2844,3.0756,6.3686,3.0103998,4.7054,2.4558,1.8195,1.4157,1.2358,14.9105
2699,North Macedonia,MKD,2010,40660,19444.0,3831.0,4509.0,98.0,2627.7322,3.0442998,6.2303,2.9510999,4.4778,2.4652,2.0077,1.5,1.25,15.511
2700,North Macedonia,MKD,2011,42396,18143.0,3721.0,4474.0,98.0,2623.2197,3.3458,5.9919996,3.1513999,4.2704,2.3638,1.8813,1.4451,1.2484,14.1647
2701,North Macedonia,MKD,2012,46082,16738.8,3445.26,3660.04,98.0,2620.0315,2.6956,5.2321997,2.2014,3.9554,1.9346999,1.4889,1.5,1.2457,12.873099
2702,North Macedonia,MKD,2013,37177,19314.11,3964.48,5468.75,98.0,2616.2385,3.1978,5.9916,2.9936,4.2269,2.3676999,1.8751999,1.5,1.2354,13.9459
2703,North Macedonia,MKD,2014,37229,20428.62,3853.96,5466.2,98.0,2611.8867,3.7549999,5.8949,3.7187998,4.4898,2.7363,2.0999,1.4232999,1.207,14.9372
2704,North Macedonia,MKD,2015,36510,19361.84,3343.74,4720.08,98.0,2608.411,2.7540998,6.1238,2.4703,4.2142997,2.0614998,1.841,1.2509999,1.2112,14.0169
2705,North Macedonia,MKD,2016,38163,22523.97,4532.2,5938.82,98.0,2605.5615,3.8384998,4.9189997,3.5070999,4.6266,2.2775,2.1103,1.3751,1.219,14.6473
2706,North Macedonia,MKD,2017,36337,20996.66,3433.53,4337.49,98.0,2603.0344,2.7463999,5.2169,2.1376998,3.8437,2.0704,1.5874,1.3409,1.216,13.3188
2707,North Macedonia,MKD,2018,36013,17914.0,3393.05,4127.2,98.0,2600.8843,3.3964999,6.1240997,3.0716999,5.1456,2.445,2.0434,1.3177999,1.2156999,14.3354
2708,North Macedonia,MKD,2019,37908,17619.11,3534.52,4512.67,98.0,2600.2869,3.4847999,6.1126,3.1509,4.2702,2.2652,1.8448,1.3438,1.217,14.3588
3069,Russia,RUS,1992,8169119,2622000.0,1348000.0,1540000.0,25961.0,29029.57,1.903,2.8407,1.8536999,2.6843,1.8334999,1.3248,0.8393,0.87839997,11.37
3070,Russia,RUS,1993,6383469,2051000.0,900000.0,900000.0,25961.0,29045.1,1.7655,2.6382,1.7342,3.1022,1.5410999,1.3754,0.7895,1.28,10.86
3071,Russia,RUS,1994,3848171,900000.0,350000.0,260000.0,25961.0,29055.055,1.4498,2.7124999,1.6493,1.7019,1.5372,1.2909,0.7416,1.1829,10.25
3072,Russia,RUS,1995,3804258,1000000.0,400000.0,350000.0,25961.0,29061.346,1.3945999,3.2062,1.0732,2.7612,1.2621,1.2164999,0.6989,1.2698,11.7699995
3073,Russia,RUS,1996,3436370,984000.0,220000.0,376000.0,25961.0,29103.646,1.5449,2.4799,1.3513,2.3349,1.4368,1.3865,0.3859,0.5754,11.44
3074,Russia,RUS,1997,3181701,950000.0,280000.0,320000.0,25961.0,29151.807,1.8417,2.3367,1.7530999,3.1366,1.9186,1.6078,1.2671,1.2476,11.1394
3075,Russia,RUS,1998,2739676,831000.0,153000.0,280000.0,27372.06,29200.088,1.3593999,3.0328999,1.3804,1.5950999,1.0241,1.1764,0.8501,1.0417,9.710199
3076,Russia,RUS,1999,2720580,959000.0,182000.0,220000.0,28783.11,29290.537,1.5690999,2.7319,1.425,1.9054999,1.4656999,1.1255,0.93649995,0.96639997,9.652599
3077,Russia,RUS,2000,2763177,960000.0,180000.0,280000.0,30194.17,29413.998,1.6143999,3.4863,1.6601,2.066,1.5833,1.4728999,0.8204,0.8548,10.4698
3078,Russia,RUS,2001,2901171,1090500.0,199400.0,312800.0,31605.23,29539.004,2.0583,3.4822998,2.0052,1.7299,1.8771,1.7074,0.7887,0.7546,10.8412
3079,Russia,RUS,2002,2723306,907000.0,198820.0,313151.0,33016.29,29675.205,2.0681,3.7519999,1.9656999,2.7422,1.8984,1.5554,0.8581,1.1410999,10.2782
3080,Russia,RUS,2003,2672848,846330.0,198820.0,303430.0,34427.34,29810.17,1.703,3.1337,1.9426999,3.0813,1.8582,1.6740999,1.3953999,1.3876,11.6696
3081,Russia,RUS,2004,2747439,838270.0,226080.0,330530.0,35838.4,29930.453,1.9822999,3.7584,1.787,3.8751998,1.5399,1.5024999,1.1912999,1.6765,11.5989
3082,Russia,RUS,2005,2675038,863240.0,226040.0,346840.0,37249.46,30044.842,1.9290999,4.1756997,1.8,3.85,1.5658,1.4291999,1.1186,1.3902,12.380899
3083,Russia,RUS,2006,2766959,914660.0,234410.0,368260.0,38660.51,30143.383,1.9491999,4.3573,1.8810999,3.6151998,1.7073,1.4649999,1.0344,1.0253999,13.3298
3084,Russia,RUS,2007,3051001,1043750.0,280170.0,408890.0,40071.57,30194.998,2.1007,4.4874997,1.859,2.9299998,1.9183999,1.6258,1.1091,1.4767,13.1981
3085,Russia,RUS,2008,3402957,1209760.0,291510.0,430850.0,41482.63,30208.27,2.4459,4.6029,2.4572,3.8588,2.1141,1.7113999,1.3836,1.1722,13.7546
3086,Russia,RUS,2009,3506538,1237290.0,270910.0,393790.0,42893.69,30199.178,2.3181999,5.1447,2.3156,3.5319,2.0681,1.7881,1.0047,0.98219997,14.2662
3087,Russia,RUS,2010,3501405,1192680.0,283210.0,436980.0,44304.74,30185.621,1.9181,5.2801,1.6904,3.0086,1.1961,1.4453,0.78169996,1.0509,10.023399
3088,Russia,RUS,2011,3599535,1262820.0,279580.0,426760.0,45715.8,30162.092,2.2645,5.0938997,2.2028,4.3444,1.9491999,1.8153,1.3888999,0.881,14.8378
3089,Russia,RUS,2012,3628138,1179790.0,275750.0,421940.0,47126.86,30111.37,1.7727,5.49,1.8259,4.2388,1.4983,1.412,1.0151,1.0455999,13.441199
3090,Russia,RUS,2013,3342238,1166600.0,256470.0,437950.0,48537.91,30047.316,2.2288,4.9473,1.9209,5.0109997,1.8935,1.6451,1.1783,1.4356999,14.464399
3091,Russia,RUS,2014,3461852,1194490.0,273790.0,466000.0,49948.97,29981.992,2.4975998,5.3620996,2.271,4.3592997,1.7653999,1.7062999,1.2268,1.4699,14.9902
3092,Russia,RUS,2015,3808891,1263420.0,295680.0,467890.0,51360.03,29924.314,2.3883,5.5794997,2.1315,4.9337,1.6686,1.6027,1.2908,1.2408999,15.9337
3093,Russia,RUS,2016,4315462,1445212.0,317902.0,510163.0,71057.0,29873.412,2.6854,5.3030996,2.2089999,5.5028996,2.0386999,1.736,1.5368999,1.4825,15.7575
3094,Russia,RUS,2017,4184762,1512795.0,370271.0,589850.0,79522.64,29841.504,3.1253998,5.3143997,2.6286,4.8875,2.1708999,1.9639,1.3354,1.0574,16.2536
3095,Russia,RUS,2018,4379616,1542017.0,389543.0,600456.0,74671.56,29845.404,2.725,5.7622,2.158,4.8066998,2.004,1.7292,1.1606,1.1078,17.0499
3096,Russia,RUS,2019,3898827,1727454.0,419300.0,601473.0,77306.76,29860.201,2.7015998,5.7615,2.4001,5.6987,1.7336999,1.8234999,1.2462,1.3032,17.8228
3240,South Africa,ZAF,1990,834967,377600.0,136987.0,270500.0,16582.0,1123.4386,1.0934,1.8975999,2.3818,2.2051,0.049999997,1.5287,0.5609,1.7398,20.0263
3241,South Africa,ZAF,1991,791143,358100.0,123600.0,258400.0,16582.0,1095.0612,1.4915999,2.1153998,1.2593,2.2573,0.061499998,1.2049999,0.52489996,1.8192999,20.018799
3242,South Africa,ZAF,1992,782692,363000.0,126400.0,243400.0,16582.0,1072.7776,1.7652999,2.138,2.0075,0.78529996,0.058799997,1.2857,0.5,0.6178,17.845499
3243,South Africa,ZAF,1993,892680,411603.0,130600.0,301180.0,16582.0,1053.487,1.8454,2.1606,2.0086,2.284,0.0667,1.3192999,0.5909,2.1564,22.8678
3244,South Africa,ZAF,1994,800877,375100.0,130000.0,247000.0,16582.0,1035.4077,1.7560999,2.1832,2.2917,2.8481,0.0638,1.48,0.5611,2.2916,23.262499
3245,South Africa,ZAF,1995,818383,386000.0,141000.0,240000.0,18025.0,1018.50397,1.4506999,2.2058,2.3999999,1.38,0.0634,1.3571,0.5596,2.0319,25.7634
3246,South Africa,ZAF,1996,856182,405000.0,143000.0,255900.0,19508.0,1003.0988,2.0960999,2.2284,1.3858,2.7043,0.0727,1.3199999,0.5557,3.0774,26.1054
3247,South Africa,ZAF,1997,814895,405000.0,131000.0,225000.0,21596.0,989.289,1.7574999,2.251,1.3787999,2.5195,0.08,1.0,0.5499,2.6917,28.210499
3248,South Africa,ZAF,1998,845187,406000.0,158800.0,218000.0,24304.0,977.0531,2.5295,2.2735999,1.9210999,2.1611,0.074999996,1.0123,0.5445,2.7305999,30.766699
3249,South Africa,ZAF,1999,828737,413000.0,136400.0,227300.0,26098.8,966.25275,2.4136999,2.296,0.8928,2.2273998,0.18429999,1.0179,0.55,2.2602,31.554499
3250,South Africa,ZAF,2000,794078,415900.0,137400.0,187000.0,26857.0,956.9937,2.5997,2.2988,1.8327999,2.8492,0.2769,1.3199999,0.5714,3.3246,31.653599
3251,South Africa,ZAF,2001,782601,393000.0,134000.0,235500.0,26857.0,948.5554,2.5707998,2.2856998,1.9286,2.4371,0.37739998,1.8086,0.5481,2.3429,31.196098
3252,South Africa,ZAF,2002,894092,477072.0,136556.0,224879.0,26857.0,939.96173,2.5906,2.3562999,2.5498998,2.8516,0.4667,1.9405999,0.5525,3.4285998,32.4147
3253,South Africa,ZAF,2003,806568,420827.0,128460.0,200754.0,26857.0,931.3146,2.0679998,2.3873,2.8497,2.6582,0.1769,1.3199999,0.5441,2.7226,32.9964
3254,South Africa,ZAF,2004,857241,427571.0,146347.0,227907.0,26857.0,922.64465,2.0325,2.418,2.2236,3.0305,0.31,1.4323,0.54109997,2.8692,34.6081
3255,South Africa,ZAF,2005,677158,347260.0,116840.0,159486.0,26857.0,913.9659,2.3665,2.4486,2.5,3.6351,0.6364,1.4907,0.53749996,3.0058,33.353397
3256,South Africa,ZAF,2006,839892,428719.0,152940.0,203780.0,26857.0,905.20123,2.7516,2.4780998,2.6286,3.4122,0.8824,1.5536,0.5337,2.5841,33.165
3257,South Africa,ZAF,2007,824034,439480.0,136884.0,192510.0,26857.0,896.07,3.0142,2.5067,3.033,2.7921,0.8857,1.5848999,0.5329,2.5507,33.059
3258,South Africa,ZAF,2008,781052,424123.0,111409.0,185021.0,26857.0,885.9741,2.8476,2.5346,2.8134,4.5373,0.8387,1.5882,0.5262,2.9378,34.0
3259,South Africa,ZAF,2009,764249,414000.0,110800.0,181000.0,26857.0,875.4997,3.0475,2.5616999,2.8892,4.9639997,0.8251,1.6086999,0.5205,3.2338998,33.937798
3260,South Africa,ZAF,2010,732919,395000.0,107000.0,172000.0,26857.0,865.1167,2.5623,2.5881999,2.3467,4.6735997,0.8897,1.6581,0.5148,2.2670999,34.204597
3261,South Africa,ZAF,2011,784801,419000.0,121000.0,186000.0,26857.0,854.2555,3.3156998,2.6141,3.8927,4.3671,0.94089997,1.6893,0.5,2.2398999,34.953598
3262,South Africa,ZAF,2012,797716,425000.0,124000.0,190000.0,26857.0,842.97626,3.7475998,2.7273,3.5084,4.4905,0.992,1.7227,0.4815,2.7805998,35.0438
3263,South Africa,ZAF,2013,866281,404000.0,138000.0,268000.0,26857.0,831.57587,3.6992998,2.6087,3.2895,4.2465997,1.0431,1.7663,0.4786,2.3507,35.2695
3264,South Africa,ZAF,2014,853738,395000.0,138900.0,264000.0,26857.0,818.57056,3.6720998,2.6664,3.5477,5.3009,1.0971999,1.6460999,0.4879,3.3651,35.3096
3265,South Africa,ZAF,2015,806864,357000.0,132000.0,263100.0,26857.0,801.7681,2.9866,2.721,3.5421,3.4871,1.1747999,1.6074,0.49429998,1.7091999,35.8127
3266,South Africa,ZAF,2016,741631,327000.0,125000.0,235000.0,26857.0,794.01263,3.7570999,2.7414,4.0025,3.712,1.0975,1.6283,0.48659998,1.4535999,35.9976
3267,South Africa,ZAF,2017,928385,470000.0,135900.0,268000.0,26857.0,790.94354,3.1225,2.7656999,3.3595998,5.8596,1.0759,1.6504999,0.48959997,3.5891,36.0757
3268,South Africa,ZAF,2018,815669,381000.0,132000.0,248900.0,26857.0,781.30945,3.7110999,2.781,3.5419998,4.9755,1.1133,1.6999999,0.4901,3.9931,36.5795
3269,South Africa,ZAF,2019,813803,381000.0,132000.0,248900.0,26857.0,771.25616,2.8425999,2.7983,2.6144,4.5539,1.0955,0.78569996,0.4888,2.5149,36.7343
3300,Spain,ESP,1990,2393266,1063114.0,378624.0,534163.0,39562.0,2861.0151,2.3789,6.3209,2.1529,6.4256,1.3219999,1.4671999,3.2112,5.3234,19.648699
3301,Spain,ESP,1991,2290006,998705.0,381382.0,501655.0,39147.0,2853.7424,2.4592,6.2082,2.099,6.6692,1.2688999,1.2426,3.5175,5.5615,19.4673
3302,Spain,ESP,1992,1982221,817621.0,334000.0,423177.0,31839.0,2839.8,1.9425999,6.4480996,1.4846,7.0169997,1.1547999,0.9978,4.1853,5.6207,20.145699
3303,Spain,ESP,1993,2243593,929300.0,392000.0,496390.0,29408.0,2825.1125,2.4492,6.6693997,2.7396,6.1735997,1.9046999,1.3686,1.8879,4.566,18.3745
